mode,step,epoch,metrics
val,step=10447,epoch=337,loss=0.412636 loss_rec=0.412636 loss_eq=0.000000 acc/pixel_acc=0.873773 acc/mean_pixel_acc=0.789656 acc/iou=0.689406 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10478,epoch=338,loss=0.441483 loss_rec=0.441483 loss_eq=0.000000 acc/pixel_acc=0.869616 acc/mean_pixel_acc=0.792344 acc/iou=0.688685 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
train,step=10500,epoch=339,loss=0.151044 loss_rec=0.141963 loss_eq=0.181620 acc/pixel_acc=0.949024 acc/mean_pixel_acc=0.934115 acc/iou=0.880642
val,step=10509,epoch=339,loss=0.435515 loss_rec=0.435515 loss_eq=0.000000 acc/pixel_acc=0.871715 acc/mean_pixel_acc=0.785239 acc/iou=0.684707 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10540,epoch=340,loss=0.428217 loss_rec=0.428217 loss_eq=0.000000 acc/pixel_acc=0.872081 acc/mean_pixel_acc=0.786055 acc/iou=0.693348 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10571,epoch=341,loss=0.429893 loss_rec=0.429893 loss_eq=0.000000 acc/pixel_acc=0.872046 acc/mean_pixel_acc=0.794488 acc/iou=0.696291 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
train,step=10600,epoch=342,loss=0.143059 loss_rec=0.135846 loss_eq=0.144279 acc/pixel_acc=0.949522 acc/mean_pixel_acc=0.933837 acc/iou=0.881520
val,step=10602,epoch=342,loss=0.444140 loss_rec=0.444140 loss_eq=0.000000 acc/pixel_acc=0.869264 acc/mean_pixel_acc=0.803246 acc/iou=0.694911 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10633,epoch=343,loss=0.459312 loss_rec=0.459312 loss_eq=0.000000 acc/pixel_acc=0.869159 acc/mean_pixel_acc=0.805317 acc/iou=0.697351 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10664,epoch=344,loss=0.449763 loss_rec=0.449763 loss_eq=0.000000 acc/pixel_acc=0.871009 acc/mean_pixel_acc=0.800513 acc/iou=0.697490 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10695,epoch=345,loss=0.445572 loss_rec=0.445572 loss_eq=0.000000 acc/pixel_acc=0.869458 acc/mean_pixel_acc=0.798685 acc/iou=0.693039 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
train,step=10700,epoch=346,loss=0.117585 loss_rec=0.109506 loss_eq=0.161582 acc/pixel_acc=0.950687 acc/mean_pixel_acc=0.935849 acc/iou=0.882882
val,step=10726,epoch=346,loss=0.457169 loss_rec=0.457169 loss_eq=0.000000 acc/pixel_acc=0.871146 acc/mean_pixel_acc=0.797252 acc/iou=0.692643 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10757,epoch=347,loss=0.446872 loss_rec=0.446872 loss_eq=0.000000 acc/pixel_acc=0.871614 acc/mean_pixel_acc=0.791394 acc/iou=0.695939 best_acc/pixel_acc=0.873773 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
val,step=10788,epoch=348,loss=0.466286 loss_rec=0.466286 loss_eq=0.000000 acc/pixel_acc=0.876478 acc/mean_pixel_acc=0.807307 acc/iou=0.710398 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.710398
train,step=10800,epoch=349,loss=0.134047 loss_rec=0.125791 loss_eq=0.165101 acc/pixel_acc=0.949905 acc/mean_pixel_acc=0.934434 acc/iou=0.880177
val,step=10819,epoch=349,loss=0.490487 loss_rec=0.490487 loss_eq=0.000000 acc/pixel_acc=0.873047 acc/mean_pixel_acc=0.811029 acc/iou=0.703834 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
val,step=10850,epoch=350,loss=0.466758 loss_rec=0.466758 loss_eq=0.000000 acc/pixel_acc=0.872188 acc/mean_pixel_acc=0.801620 acc/iou=0.695891 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
val,step=10881,epoch=351,loss=0.441667 loss_rec=0.441667 loss_eq=0.000000 acc/pixel_acc=0.872956 acc/mean_pixel_acc=0.803344 acc/iou=0.704483 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
train,step=10900,epoch=352,loss=0.117897 loss_rec=0.111022 loss_eq=0.137492 acc/pixel_acc=0.950438 acc/mean_pixel_acc=0.933178 acc/iou=0.880176
val,step=10912,epoch=352,loss=0.478264 loss_rec=0.478264 loss_eq=0.000000 acc/pixel_acc=0.872123 acc/mean_pixel_acc=0.788516 acc/iou=0.690210 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
val,step=10943,epoch=353,loss=0.474549 loss_rec=0.474549 loss_eq=0.000000 acc/pixel_acc=0.872670 acc/mean_pixel_acc=0.787994 acc/iou=0.695052 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
val,step=10974,epoch=354,loss=0.456880 loss_rec=0.456880 loss_eq=0.000000 acc/pixel_acc=0.873630 acc/mean_pixel_acc=0.798877 acc/iou=0.703228 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.710398
train,step=11000,epoch=355,loss=0.138245 loss_rec=0.130526 loss_eq=0.154383 acc/pixel_acc=0.948569 acc/mean_pixel_acc=0.933005 acc/iou=0.880194
val,step=11005,epoch=355,loss=0.451644 loss_rec=0.451644 loss_eq=0.000000 acc/pixel_acc=0.874309 acc/mean_pixel_acc=0.804611 acc/iou=0.711458 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11036,epoch=356,loss=0.425209 loss_rec=0.425209 loss_eq=0.000000 acc/pixel_acc=0.873960 acc/mean_pixel_acc=0.786670 acc/iou=0.696062 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11067,epoch=357,loss=0.426552 loss_rec=0.426552 loss_eq=0.000000 acc/pixel_acc=0.870770 acc/mean_pixel_acc=0.757871 acc/iou=0.672118 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11098,epoch=358,loss=0.462397 loss_rec=0.462397 loss_eq=0.000000 acc/pixel_acc=0.870508 acc/mean_pixel_acc=0.777901 acc/iou=0.684496 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
train,step=11100,epoch=359,loss=0.160739 loss_rec=0.152259 loss_eq=0.169595 acc/pixel_acc=0.945357 acc/mean_pixel_acc=0.924693 acc/iou=0.868850
val,step=11129,epoch=359,loss=0.483570 loss_rec=0.483570 loss_eq=0.000000 acc/pixel_acc=0.813622 acc/mean_pixel_acc=0.631842 acc/iou=0.531737 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11160,epoch=360,loss=0.501710 loss_rec=0.501710 loss_eq=0.000000 acc/pixel_acc=0.808179 acc/mean_pixel_acc=0.652658 acc/iou=0.538777 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11191,epoch=361,loss=0.436060 loss_rec=0.436060 loss_eq=0.000000 acc/pixel_acc=0.843653 acc/mean_pixel_acc=0.732442 acc/iou=0.616248 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
train,step=11200,epoch=362,loss=0.285958 loss_rec=0.279839 loss_eq=0.122366 acc/pixel_acc=0.900132 acc/mean_pixel_acc=0.848986 acc/iou=0.760678
val,step=11222,epoch=362,loss=0.390190 loss_rec=0.390190 loss_eq=0.000000 acc/pixel_acc=0.863720 acc/mean_pixel_acc=0.787570 acc/iou=0.683009 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11253,epoch=363,loss=0.405672 loss_rec=0.405672 loss_eq=0.000000 acc/pixel_acc=0.867366 acc/mean_pixel_acc=0.781492 acc/iou=0.675711 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11284,epoch=364,loss=0.409278 loss_rec=0.409278 loss_eq=0.000000 acc/pixel_acc=0.872947 acc/mean_pixel_acc=0.807301 acc/iou=0.705849 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
train,step=11300,epoch=365,loss=0.169142 loss_rec=0.161349 loss_eq=0.155868 acc/pixel_acc=0.942733 acc/mean_pixel_acc=0.924479 acc/iou=0.865410
val,step=11315,epoch=365,loss=0.408927 loss_rec=0.408927 loss_eq=0.000000 acc/pixel_acc=0.871463 acc/mean_pixel_acc=0.802221 acc/iou=0.702621 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11346,epoch=366,loss=0.427435 loss_rec=0.427435 loss_eq=0.000000 acc/pixel_acc=0.871525 acc/mean_pixel_acc=0.804943 acc/iou=0.705712 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
val,step=11377,epoch=367,loss=0.416875 loss_rec=0.416875 loss_eq=0.000000 acc/pixel_acc=0.873642 acc/mean_pixel_acc=0.806728 acc/iou=0.710782 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.711458
train,step=11400,epoch=368,loss=0.169930 loss_rec=0.161690 loss_eq=0.164802 acc/pixel_acc=0.948555 acc/mean_pixel_acc=0.933976 acc/iou=0.879847
val,step=11408,epoch=368,loss=0.412674 loss_rec=0.412674 loss_eq=0.000000 acc/pixel_acc=0.874402 acc/mean_pixel_acc=0.807931 acc/iou=0.713838 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.713838
val,step=11439,epoch=369,loss=0.413286 loss_rec=0.413286 loss_eq=0.000000 acc/pixel_acc=0.876261 acc/mean_pixel_acc=0.801741 acc/iou=0.710157 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.713838
val,step=11470,epoch=370,loss=0.428539 loss_rec=0.428539 loss_eq=0.000000 acc/pixel_acc=0.874946 acc/mean_pixel_acc=0.803263 acc/iou=0.712375 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.713838
train,step=11500,epoch=371,loss=0.162275 loss_rec=0.153914 loss_eq=0.167218 acc/pixel_acc=0.950271 acc/mean_pixel_acc=0.936008 acc/iou=0.883927
val,step=11501,epoch=371,loss=0.430945 loss_rec=0.430945 loss_eq=0.000000 acc/pixel_acc=0.874527 acc/mean_pixel_acc=0.803237 acc/iou=0.711893 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.713838
val,step=11532,epoch=372,loss=0.428312 loss_rec=0.428312 loss_eq=0.000000 acc/pixel_acc=0.876086 acc/mean_pixel_acc=0.809251 acc/iou=0.720367 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11563,epoch=373,loss=0.451428 loss_rec=0.451428 loss_eq=0.000000 acc/pixel_acc=0.874634 acc/mean_pixel_acc=0.805567 acc/iou=0.712576 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11594,epoch=374,loss=0.440119 loss_rec=0.440119 loss_eq=0.000000 acc/pixel_acc=0.875241 acc/mean_pixel_acc=0.807945 acc/iou=0.715310 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
train,step=11600,epoch=375,loss=0.138195 loss_rec=0.130445 loss_eq=0.154995 acc/pixel_acc=0.952941 acc/mean_pixel_acc=0.939347 acc/iou=0.888633
val,step=11625,epoch=375,loss=0.462591 loss_rec=0.462591 loss_eq=0.000000 acc/pixel_acc=0.871836 acc/mean_pixel_acc=0.804752 acc/iou=0.710178 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11656,epoch=376,loss=0.447070 loss_rec=0.447070 loss_eq=0.000000 acc/pixel_acc=0.874501 acc/mean_pixel_acc=0.807147 acc/iou=0.716245 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11687,epoch=377,loss=0.466203 loss_rec=0.466203 loss_eq=0.000000 acc/pixel_acc=0.873513 acc/mean_pixel_acc=0.808592 acc/iou=0.715987 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
train,step=11700,epoch=378,loss=0.126967 loss_rec=0.119808 loss_eq=0.143178 acc/pixel_acc=0.952458 acc/mean_pixel_acc=0.937218 acc/iou=0.886355
val,step=11718,epoch=378,loss=0.476647 loss_rec=0.476647 loss_eq=0.000000 acc/pixel_acc=0.872609 acc/mean_pixel_acc=0.809024 acc/iou=0.713722 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11749,epoch=379,loss=0.452186 loss_rec=0.452186 loss_eq=0.000000 acc/pixel_acc=0.873214 acc/mean_pixel_acc=0.809445 acc/iou=0.712242 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11780,epoch=380,loss=0.439223 loss_rec=0.439223 loss_eq=0.000000 acc/pixel_acc=0.873908 acc/mean_pixel_acc=0.802435 acc/iou=0.707743 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
train,step=11800,epoch=381,loss=0.137772 loss_rec=0.129599 loss_eq=0.163458 acc/pixel_acc=0.952816 acc/mean_pixel_acc=0.938536 acc/iou=0.888010
val,step=11811,epoch=381,loss=0.453832 loss_rec=0.453832 loss_eq=0.000000 acc/pixel_acc=0.873938 acc/mean_pixel_acc=0.804530 acc/iou=0.706056 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.811029 best_acc/iou=0.720367
val,step=11842,epoch=382,loss=0.469253 loss_rec=0.469253 loss_eq=0.000000 acc/pixel_acc=0.873762 acc/mean_pixel_acc=0.814482 acc/iou=0.710824 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=11873,epoch=383,loss=0.466054 loss_rec=0.466054 loss_eq=0.000000 acc/pixel_acc=0.872896 acc/mean_pixel_acc=0.804880 acc/iou=0.702150 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
train,step=11900,epoch=384,loss=0.141581 loss_rec=0.133102 loss_eq=0.169581 acc/pixel_acc=0.950645 acc/mean_pixel_acc=0.937292 acc/iou=0.886382
val,step=11904,epoch=384,loss=0.464522 loss_rec=0.464522 loss_eq=0.000000 acc/pixel_acc=0.873118 acc/mean_pixel_acc=0.802398 acc/iou=0.702899 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=11935,epoch=385,loss=0.496378 loss_rec=0.496378 loss_eq=0.000000 acc/pixel_acc=0.873941 acc/mean_pixel_acc=0.809106 acc/iou=0.708460 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=11966,epoch=386,loss=0.457872 loss_rec=0.457872 loss_eq=0.000000 acc/pixel_acc=0.875121 acc/mean_pixel_acc=0.805540 acc/iou=0.705638 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=11997,epoch=387,loss=0.446770 loss_rec=0.446770 loss_eq=0.000000 acc/pixel_acc=0.875622 acc/mean_pixel_acc=0.798556 acc/iou=0.703033 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
train,step=12000,epoch=388,loss=0.137327 loss_rec=0.129043 loss_eq=0.165671 acc/pixel_acc=0.950266 acc/mean_pixel_acc=0.939437 acc/iou=0.885977
val,step=12028,epoch=388,loss=0.444940 loss_rec=0.444940 loss_eq=0.000000 acc/pixel_acc=0.875040 acc/mean_pixel_acc=0.796750 acc/iou=0.706736 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12059,epoch=389,loss=0.441977 loss_rec=0.441977 loss_eq=0.000000 acc/pixel_acc=0.874466 acc/mean_pixel_acc=0.780046 acc/iou=0.692441 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12090,epoch=390,loss=0.448326 loss_rec=0.448326 loss_eq=0.000000 acc/pixel_acc=0.873622 acc/mean_pixel_acc=0.782555 acc/iou=0.694392 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
train,step=12100,epoch=391,loss=0.151457 loss_rec=0.142432 loss_eq=0.180499 acc/pixel_acc=0.951812 acc/mean_pixel_acc=0.938411 acc/iou=0.884542
val,step=12121,epoch=391,loss=0.440057 loss_rec=0.440057 loss_eq=0.000000 acc/pixel_acc=0.873080 acc/mean_pixel_acc=0.776992 acc/iou=0.691623 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12152,epoch=392,loss=0.448115 loss_rec=0.448115 loss_eq=0.000000 acc/pixel_acc=0.875587 acc/mean_pixel_acc=0.791320 acc/iou=0.705156 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12183,epoch=393,loss=0.444952 loss_rec=0.444952 loss_eq=0.000000 acc/pixel_acc=0.875017 acc/mean_pixel_acc=0.780948 acc/iou=0.694324 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
train,step=12200,epoch=394,loss=0.129481 loss_rec=0.121955 loss_eq=0.150529 acc/pixel_acc=0.952444 acc/mean_pixel_acc=0.935834 acc/iou=0.885793
val,step=12214,epoch=394,loss=0.455454 loss_rec=0.455454 loss_eq=0.000000 acc/pixel_acc=0.875300 acc/mean_pixel_acc=0.793699 acc/iou=0.700552 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12245,epoch=395,loss=0.465633 loss_rec=0.465633 loss_eq=0.000000 acc/pixel_acc=0.874657 acc/mean_pixel_acc=0.802717 acc/iou=0.703648 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.814482 best_acc/iou=0.720367
val,step=12276,epoch=396,loss=0.468411 loss_rec=0.468411 loss_eq=0.000000 acc/pixel_acc=0.874760 acc/mean_pixel_acc=0.818373 acc/iou=0.719391 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.818373 best_acc/iou=0.720367
train,step=12300,epoch=397,loss=0.169352 loss_rec=0.160182 loss_eq=0.183394 acc/pixel_acc=0.951811 acc/mean_pixel_acc=0.936858 acc/iou=0.885900
val,step=12307,epoch=397,loss=0.466423 loss_rec=0.466423 loss_eq=0.000000 acc/pixel_acc=0.873135 acc/mean_pixel_acc=0.812265 acc/iou=0.712003 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.818373 best_acc/iou=0.720367
val,step=12338,epoch=398,loss=0.436657 loss_rec=0.436657 loss_eq=0.000000 acc/pixel_acc=0.873884 acc/mean_pixel_acc=0.798182 acc/iou=0.699658 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.818373 best_acc/iou=0.720367
val,step=12369,epoch=399,loss=0.445485 loss_rec=0.445485 loss_eq=0.000000 acc/pixel_acc=0.874353 acc/mean_pixel_acc=0.791962 acc/iou=0.691453 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.818373 best_acc/iou=0.720367
train,step=12400,epoch=400,loss=0.127643 loss_rec=0.120288 loss_eq=0.147088 acc/pixel_acc=0.953164 acc/mean_pixel_acc=0.939510 acc/iou=0.889886
val,step=12400,epoch=400,loss=0.419128 loss_rec=0.419128 loss_eq=0.000000 acc/pixel_acc=0.874746 acc/mean_pixel_acc=0.798109 acc/iou=0.695936 best_acc/pixel_acc=0.876478 best_acc/mean_pixel_acc=0.818373 best_acc/iou=0.720367
